requestId,host,logname,time,method,url,response,bytes,referer,useragent
7559,130.110.74.81,-,807279086,GET,/shuttle/missions/sts-60/movies/,200,378,,
7560,163.205.16.75,-,807279090,GET,/images/NASA-logosmall.gif,200,786,,
7561,163.205.16.75,-,807279091,GET,/images/MOSAIC-logosmall.gif,200,363,,
7562,163.205.16.75,-,807279092,GET,/images/USA-logosmall.gif,200,234,,
7563,130.110.74.81,-,807279092,GET,/shuttle/missions/sts-60/sounds/,200,378,,
7564,163.205.16.75,-,807279092,GET,/images/WORLD-logosmall.gif,200,669,,
7565,128.217.61.101,-,807279095,GET,/facilities/tour.html,200,3723,,
7566,128.217.61.101,-,807279095,GET,/images/KSC-logosmall.gif,304,0,,
7567,128.217.61.101,-,807279095,GET,/images/kscmap-small.gif,200,39017,,
7568,130.110.74.81,-,807279095,GET,/shuttle/missions/sts-60/images/,200,378,,
7569,www-relay.pa-x.dec.com,-,807279100,GET,/shuttle/missions/sts-64/sts-64-patch.jpg,200,61417,,
7570,gcsin1.gecm.com,-,807279105,GET,/images/NASA-logosmall.gif,304,0,,
7571,163.205.156.16,-,807279106,GET,/images/KSC-logosmall.gif,304,0,,
7572,163.205.156.16,-,807279106,GET,/images/NASA-logosmall.gif,304,0,,
7573,128.217.61.101,-,807279108,GET,/facilities/lc39a.html,200,7008,,
7574,128.217.61.101,-,807279108,GET,/images/lc39a-logo.gif,200,13116,,
7575,128.217.61.101,-,807279108,GET,/images/ksclogosmall.gif,200,3635,,
7576,128.217.61.101,-,807279108,GET,/images/kscmap-tiny.gif,200,2537,,
7577,gcsin1.gecm.com,-,807279109,GET,/images/WORLD-logosmall.gif,200,669,,
7578,gcsin1.gecm.com,-,807279112,GET,/history/history.html,304,0,,
7579,gcsin1.gecm.com,-,807279114,GET,/images/MOSAIC-logosmall.gif,200,363,,
7580,130.110.74.81,-,807279115,GET,/shuttle/missions/sts-62/mission-sts-62.html,200,64617,,
7581,130.110.74.81,-,807279116,GET,/shuttle/missions/sts-62/sts-62-info.html,200,1430,,
7582,www-relay.pa-x.dec.com,-,807279120,GET,/facilities/opf.html,200,2355,,
7583,gcsin1.gecm.com,-,807279120,GET,/images/NASA-logosmall.gif,304,0,,
7584,www-relay.pa-x.dec.com,-,807279123,GET,/images/opf-logo.gif,200,32511,,
7585,gcsin1.gecm.com,-,807279124,GET,/history/apollo/images/apollo-small.gif,200,9630,,
7586,www-relay.pa-x.dec.com,-,807279124,GET,/images/kscmap-tiny.gif,200,2537,,
7587,www-relay.pa-x.dec.com,-,807279126,GET,/images/ksclogosmall.gif,200,3635,,
7588,gcsin1.gecm.com,-,807279128,GET,/images/KSC-logosmall.gif,304,0,,
7589,ix-la20-22.ix.netcom.com,-,807279138,GET,/,200,7280,,
7590,128.217.61.101,-,807279138,GET,/images/rss.gif,200,283389,,
7591,spider.tbe.com,-,807279139,GET,/shuttle/missions/sts-45/sts-45-patch-small.gif,200,14647,,
7592,www-relay.pa-x.dec.com,-,807279140,GET,/shuttle/missions/sts-65/sts-65-patch-small.gif,200,11757,,
7593,www-c8.proxy.aol.com,-,807279142,GET,/shuttle/countdown/,304,0,,
7594,petunia.bruyeres.cea.fr,-,807279143,GET,/images/NASA-logosmall.gif,200,786,,
7595,www-relay.pa-x.dec.com,-,807279147,GET,/shuttle/missions/sts-65/mission-sts-65.html,200,131163,,
7596,www-relay.pa-x.dec.com,-,807279148,GET,/shuttle/missions/sts-65/sts-65-patch.jpg,200,48831,,
7597,ix-la20-22.ix.netcom.com,-,807279151,GET,/images/ksclogo-medium.gif,200,5866,,
7598,dutoc73.io.tudelft.nl,-,807279153,GET,/software/winvn/winvn.html,200,9866,,
7599,dutoc73.io.tudelft.nl,-,807279154,GET,/software/winvn/bluemarb.gif,200,4441,,
7600,petunia.bruyeres.cea.fr,-,807279155,GET,/images/KSC-logosmall.gif,200,1204,,
7601,gcsin1.gecm.com,-,807279156,GET,/images/USA-logosmall.gif,200,234,,
7602,dutoc73.io.tudelft.nl,-,807279156,GET,/software/winvn/wvsmall.gif,200,13372,,
7603,dutoc73.io.tudelft.nl,-,807279157,GET,/software/winvn/winvn.gif,200,25218,,
7604,dutoc73.io.tudelft.nl,-,807279157,GET,/images/construct.gif,200,1414,,
7605,128.159.154.116,-,807279159,GET,/ksc.html,200,7280,,
7606,128.159.154.116,-,807279159,GET,/images/ksclogo-medium.gif,200,5866,,
7607,poppy.hensa.ac.uk,-,807279159,GET,/shuttle/missions/sts-70/mission-sts-70.html,200,20224,,
7608,128.159.154.116,-,807279160,GET,/images/NASA-logosmall.gif,200,786,,
7609,128.159.154.116,-,807279160,GET,/images/MOSAIC-logosmall.gif,200,363,,
7610,128.159.154.116,-,807279160,GET,/images/USA-logosmall.gif,200,234,,
7611,128.159.154.116,-,807279160,GET,/images/WORLD-logosmall.gif,200,669,,
7612,poppy.hensa.ac.uk,-,807279160,GET,/shuttle/missions/sts-70/sts-70-patch-small.gif,200,5978,,
7613,d092.coll.cf.ac.uk,-,807279161,GET,/ksc.html,200,7280,,
7614,d092.coll.cf.ac.uk,-,807279162,GET,/images/ksclogo-medium.gif,200,5866,,
7615,d092.coll.cf.ac.uk,-,807279163,GET,/images/NASA-logosmall.gif,200,786,,
7616,d092.coll.cf.ac.uk,-,807279163,GET,/images/USA-logosmall.gif,200,234,,
7617,ix-la20-22.ix.netcom.com,-,807279163,GET,/images/NASA-logosmall.gif,200,786,,
7618,d092.coll.cf.ac.uk,-,807279164,GET,/images/WORLD-logosmall.gif,200,669,,
7619,d092.coll.cf.ac.uk,-,807279165,GET,/images/MOSAIC-logosmall.gif,200,363,,
7620,ix-la20-22.ix.netcom.com,-,807279169,GET,/images/MOSAIC-logosmall.gif,200,363,,
7621,128.217.61.101,-,807279169,GET,/facilities/mlp.html,200,2653,,
7622,poppy.hensa.ac.uk,-,807279169,GET,/shuttle/resources/orbiters/discovery.html,200,6849,,
7623,128.217.61.101,-,807279170,GET,/images/mlp-logo.gif,200,28426,,
7624,dutoc73.io.tudelft.nl,-,807279170,GET,/images/KSC-logosmall.gif,200,1204,,
7625,dutoc73.io.tudelft.nl,-,807279170,GET,/images/MOSAIC-logosmall.gif,200,363,,
7626,poppy.hensa.ac.uk,-,807279171,GET,/shuttle/resources/orbiters/discovery-logo.gif,200,4179,,
7627,dutoc73.io.tudelft.nl,-,807279171,GET,/images/USA-logosmall.gif,200,234,,
7628,dutoc73.io.tudelft.nl,-,807279171,GET,/images/WORLD-logosmall.gif,200,669,,
7629,poppy.hensa.ac.uk,-,807279173,GET,/images/ksclogosmall.gif,200,3635,,
7630,poppy.hensa.ac.uk,-,807279173,GET,/shuttle/resources/orbiters/orbiters-logo.gif,200,1932,,
7631,d092.coll.cf.ac.uk,-,807279174,GET,/shuttle/countdown/,200,4324,,
7632,ix-la20-22.ix.netcom.com,-,807279174,GET,/images/USA-logosmall.gif,200,234,,
7633,d092.coll.cf.ac.uk,-,807279175,GET,/images/KSC-logosmall.gif,200,1204,,
7634,d092.coll.cf.ac.uk,-,807279176,GET,/shuttle/countdown/count70.gif,200,46573,,
7635,128.217.61.101,-,807279177,GET,/images/oldtower.gif,200,173919,,
7636,ix-la20-22.ix.netcom.com,-,807279179,GET,/images/WORLD-logosmall.gif,200,669,,
7637,163.205.156.16,-,807279187,GET,/images/KSC-logosmall.gif,304,0,,
7638,163.205.156.16,-,807279187,GET,/images/NASA-logosmall.gif,304,0,,
7639,poppy.hensa.ac.uk,-,807279191,GET,/ksc.html,200,7280,,
7640,130.110.74.81,-,807279191,GET,/shuttle/missions/sts-62/movies/,200,378,,
7641,lahal.ksc.nasa.gov,-,807279196,GET,/images/NASA-logosmall.gif,200,786,,
7642,lahal.ksc.nasa.gov,-,807279196,GET,/images/MOSAIC-logosmall.gif,200,363,,
7643,lahal.ksc.nasa.gov,-,807279196,GET,/images/USA-logosmall.gif,200,234,,
7644,lahal.ksc.nasa.gov,-,807279196,GET,/images/WORLD-logosmall.gif,200,669,,
7645,poppy.hensa.ac.uk,-,807279197,GET,/images/NASA-logosmall.gif,200,786,,
7646,poppy.hensa.ac.uk,-,807279197,GET,/images/MOSAIC-logosmall.gif,200,363,,
7647,poppy.hensa.ac.uk,-,807279197,GET,/images/USA-logosmall.gif,200,234,,
7648,130.110.74.81,-,807279197,GET,/shuttle/missions/sts-62/sounds/,200,378,,
7649,poppy.hensa.ac.uk,-,807279198,GET,/images/ksclogo-medium.gif,200,5866,,
7650,poppy.hensa.ac.uk,-,807279198,GET,/images/WORLD-logosmall.gif,200,669,,
7651,128.217.61.101,-,807279202,GET,/facilities/spaceport.html,200,6903,,
7652,130.110.74.81,-,807279202,GET,/shuttle/missions/sts-62/images/,200,378,,
7653,128.217.61.101,-,807279204,GET,/facilities/spaceport-logo-small.gif,200,43839,,
7654,vax4.open.ac.uk,-,807279208,GET,/shuttle/technology/sts-newsref/stsref-toc.html,200,84905,,
7655,ix-la20-22.ix.netcom.com,-,807279208,GET,/history/history.html,200,1602,,
7656,d092.coll.cf.ac.uk,-,807279208,GET,/shuttle/missions/sts-69/mission-sts-69.html,200,10566,,
7657,d092.coll.cf.ac.uk,-,807279209,GET,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083,,
7658,poppy.hensa.ac.uk,-,807279211,GET,/shuttle/countdown/,200,4324,,
7659,d092.coll.cf.ac.uk,-,807279211,GET,/history/apollo/images/apollo-logo1.gif,200,1173,,
7660,d092.coll.cf.ac.uk,-,807279211,GET,/images/launch-logo.gif,200,1713,,
7661,poppy.hensa.ac.uk,-,807279213,GET,/images/KSC-logosmall.gif,200,1204,,
7662,poppy.hensa.ac.uk,-,807279214,GET,/shuttle/countdown/count70.gif,200,46573,,
7663,130.110.74.81,-,807279216,GET,/shuttle/missions/sts-62/mission-sts-62.html,200,64617,,
7664,132.146.29.62,-,807279216,GET,/shuttle/countdown/,200,4324,,
7665,128.217.61.101,-,807279218,GET,/images/kscarea-small.gif,200,24522,,
7666,132.146.29.62,-,807279218,GET,/images/NASA-logosmall.gif,200,786,,
7667,132.146.29.62,-,807279218,GET,/images/KSC-logosmall.gif,200,1204,,
7668,130.110.74.81,-,807279219,GET,/shuttle/missions/sts-59/mission-sts-59.html,200,63060,,
7669,petunia.bruyeres.cea.fr,-,807279221,GET,/shuttle/missions/sts-69/mission-sts-69.html,200,10566,,
7670,ix-la20-22.ix.netcom.com,-,807279223,GET,/history/apollo/images/apollo-small.gif,200,9630,,
7671,poppy.hensa.ac.uk,-,807279225,GET,/cgi-bin/imagemap/countdown70?240,155,302,97,
7672,130.110.74.81,-,807279226,GET,/shuttle/missions/sts-59/sts-59-info.html,200,1430,,
7673,poppy.hensa.ac.uk,-,807279226,GET,/shuttle/countdown/lps/fr.html,200,1879,,
7674,poppy.hensa.ac.uk,-,807279227,GET,/shuttle/countdown/lps/fr.gif,200,30232,,
7675,poppy.hensa.ac.uk,-,807279228,GET,/shuttle/countdown/lps/back.gif,200,1289,,
7676,130.110.74.81,-,807279228,GET,/shuttle/missions/sts-59/movies/,200,378,,
7677,130.110.74.81,-,807279232,GET,/shuttle/missions/sts-59/sounds/,200,378,,
7678,128.159.140.127,-,807279232,GET,/ksc.html,200,7280,,
7679,128.159.140.127,-,807279233,GET,/images/ksclogo-medium.gif,200,5866,,
7680,128.159.140.127,-,807279234,GET,/images/NASA-logosmall.gif,200,786,,
7681,128.159.140.127,-,807279234,GET,/images/MOSAIC-logosmall.gif,200,363,,
7682,128.159.140.127,-,807279234,GET,/images/USA-logosmall.gif,200,234,,
7683,128.159.140.127,-,807279235,GET,/images/WORLD-logosmall.gif,200,669,,
7684,ix-la20-22.ix.netcom.com,-,807279236,GET,/images/KSC-logosmall.gif,200,1204,,
7685,news.ti.com,-,807279236,GET,/shuttle/missions/missions.html,200,8677,,
7686,130.110.74.81,-,807279236,GET,/shuttle/missions/sts-59/images/,200,378,,
7687,news.ti.com,-,807279238,GET,/images/launchmedium.gif,200,11853,,
7688,ppp0043.po.iijnet.or.jp,-,807279240,GET,/,200,7280,,
7689,petunia.bruyeres.cea.fr,-,807279240,GET,/ksc.html,200,7280,,
7690,poppy.hensa.ac.uk,-,807279240,GET,/cgi-bin/imagemap/fr?221,281,302,74,
7691,news.ti.com,-,807279243,GET,/images/NASA-logosmall.gif,200,786,,
7692,news.ti.com,-,807279244,GET,/images/KSC-logosmall.gif,200,1204,,
7693,ppp0043.po.iijnet.or.jp,-,807279245,GET,/images/ksclogo-medium.gif,200,5866,,
7694,intermin.fi,-,807279245,GET,/history/apollo/apollo-13/movies/apo13damage.mpg,200,49152,,
7695,poppy.hensa.ac.uk,-,807279246,GET,/cgi-bin/imagemap/fr?211,475,302,81,
7696,n1131455.ksc.nasa.gov,-,807279247,GET,/ksc.html,200,7280,,
7697,n1131455.ksc.nasa.gov,-,807279248,GET,/images/ksclogo-medium.gif,200,5866,,
7698,ppp0043.po.iijnet.or.jp,-,807279249,GET,/images/MOSAIC-logosmall.gif,200,363,,
7699,n1131455.ksc.nasa.gov,-,807279250,GET,/images/NASA-logosmall.gif,200,786,,
7700,ppp0043.po.iijnet.or.jp,-,807279250,GET,/images/NASA-logosmall.gif,200,786,,
7701,poppy.hensa.ac.uk,-,807279250,GET,/shuttle/countdown/lps/mstr/mstr.html,200,3012,,
7702,n1131455.ksc.nasa.gov,-,807279250,GET,/images/MOSAIC-logosmall.gif,200,363,,
7703,n1131455.ksc.nasa.gov,-,807279251,GET,/images/USA-logosmall.gif,200,234,,
7704,n1131455.ksc.nasa.gov,-,807279251,GET,/images/WORLD-logosmall.gif,200,669,,
7705,ppp0043.po.iijnet.or.jp,-,807279251,GET,/images/USA-logosmall.gif,200,234,,
7706,poppy.hensa.ac.uk,-,807279252,GET,/shuttle/countdown/lps/images/MASTER.gif,200,5625,,
7707,130.110.74.81,-,807279252,GET,/shuttle/missions/sts-59/mission-sts-59.html,200,63060,,
7708,www-relay.pa-x.dec.com,-,807279252,GET,/shuttle/missions,302,0,,
7709,orion.sfsu.edu,-,807279252,GET,/images/,200,17688,,
7710,ppp2_099.bekkoame.or.jp,-,807279252,GET,/shuttle/countdown/lps/fr.html,200,1879,,
7711,ix-la20-22.ix.netcom.com,-,807279252,GET,/shuttle/missions/missions.html,200,8677,,
7712,n1028279.ksc.nasa.gov,-,807279253,GET,/ksc.html,200,7280,,
7713,128.217.61.101,-,807279253,GET,/images/kscarea-small.gif,304,0,,
7714,orion.sfsu.edu,-,807279255,GET,/icons/menu.xbm,200,527,,
7715,orion.sfsu.edu,-,807279255,GET,/icons/image.xbm,200,509,,
7716,n1028279.ksc.nasa.gov,-,807279256,GET,/images/ksclogo-medium.gif,200,5866,,
7717,ppp0043.po.iijnet.or.jp,-,807279256,GET,/images/WORLD-logosmall.gif,200,669,,
7718,n1028279.ksc.nasa.gov,-,807279259,GET,/images/NASA-logosmall.gif,200,786,,
7719,petunia.bruyeres.cea.fr,-,807279260,GET,/images/ksclogo-medium.gif,200,5866,,
7720,orion.sfsu.edu,-,807279260,GET,/icons/blank.xbm,200,509,,
7721,n1028279.ksc.nasa.gov,-,807279260,GET,/images/MOSAIC-logosmall.gif,200,363,,
7722,news.ti.com,-,807279260,GET,/shuttle/missions/sts-70/mission-sts-70.html,200,20224,,
7723,n1028279.ksc.nasa.gov,-,807279261,GET,/images/USA-logosmall.gif,200,234,,
7724,intermin.fi,-,807279261,GET,/history/apollo/apollo-13/movies/apo13damage.mpg,200,49152,,
7725,n1028279.ksc.nasa.gov,-,807279261,GET,/images/WORLD-logosmall.gif,200,669,,
7726,www-relay.pa-x.dec.com,-,807279261,GET,/shuttle/missions/,200,12283,,
7727,ix-la20-22.ix.netcom.com,-,807279261,GET,/images/launchmedium.gif,200,11853,,
7728,ppp2_099.bekkoame.or.jp,-,807279262,GET,/shuttle/countdown/lps/fr.gif,200,30232,,
7729,news.ti.com,-,807279263,GET,/shuttle/missions/sts-70/sts-70-patch-small.gif,200,5978,,
7730,news.ti.com,-,807279264,GET,/images/launch-logo.gif,200,1713,,
7731,www-relay.pa-x.dec.com,-,807279265,GET,/icons/text.xbm,200,527,,
7732,orion.sfsu.edu,-,807279265,GET,/icons/unknown.xbm,200,515,,
7733,news.ti.com,-,807279266,GET,/history/apollo/images/apollo-logo1.gif,200,1173,,
7734,163.205.156.16,-,807279269,GET,/images/NASA-logosmall.gif,304,0,,
7735,163.205.156.16,-,807279269,GET,/images/KSC-logosmall.gif,304,0,,
7736,d092.coll.cf.ac.uk,-,807279270,GET,/shuttle/missions/sts-71/images/images.html,200,8529,,
7737,geminga.lssec.bt.co.uk,-,807279272,GET,/shuttle/countdown/countdown.html,200,4324,,
7738,131.182.28.171,-,807279279,GET,/shuttle/missions/missions.html,200,8677,,
7739,www-relay.pa-x.dec.com,-,807279280,GET,/shuttle/missions/100th.html,200,32303,,
7740,ppp0043.po.iijnet.or.jp,-,807279283,GET,/facts/about_ksc.html,200,3977,,
7741,ppp0043.po.iijnet.or.jp,-,807279285,GET,/images/launchpalms-small.gif,200,11473,,
7742,poppy.hensa.ac.uk,-,807279285,GET,/htbin/cdt_main.pl,200,3714,,
7743,poppy.hensa.ac.uk,-,807279286,GET,/shuttle/countdown/images/countclock.gif,200,13994,,
7744,ppp0043.po.iijnet.or.jp,-,807279287,GET,/images/KSC-logosmall.gif,200,1204,,
7745,n167489.ksc.nasa.gov,-,807279290,GET,/ksc.html,200,7280,,
7746,n167489.ksc.nasa.gov,-,807279292,GET,/images/ksclogo-medium.gif,200,5866,,
7747,128.217.61.101,-,807279296,GET,/facilities/osb.html,200,636,,
7748,128.217.61.101,-,807279296,GET,/images/construct.gif,200,1414,,
7749,n167489.ksc.nasa.gov,-,807279297,GET,/images/NASA-logosmall.gif,200,786,,
7750,n167489.ksc.nasa.gov,-,807279297,GET,/images/MOSAIC-logosmall.gif,200,363,,
7751,n167489.ksc.nasa.gov,-,807279298,GET,/images/USA-logosmall.gif,200,234,,
7752,n167489.ksc.nasa.gov,-,807279299,GET,/images/WORLD-logosmall.gif,200,669,,
7753,131.182.28.171,-,807279300,GET,/shuttle/missions/sts-4/mission-sts-4.html,200,6287,,
7754,204.138.95.100,-,807279302,GET,/images/launchmedium.gif,200,11853,,
7755,d092.coll.cf.ac.uk,-,807279306,GET,/shuttle/missions/sts-71/images/KSC-95EC-0912.jpg,200,66202,,
7756,163.205.156.16,-,807279307,GET,/images/NASA-logosmall.gif,304,0,,
7757,163.205.156.16,-,807279307,GET,/images/KSC-logosmall.gif,304,0,,
7758,poppy.hensa.ac.uk,-,807279308,GET,/shuttle/countdown/images/countclock.jpeg,200,42457,,
7759,orion.sfsu.edu,-,807279313,GET,/images/construct.gif,200,1414,,
7760,ppp2_099.bekkoame.or.jp,-,807279319,GET,/shuttle/countdown/lps/back.gif,200,1289,,
7761,128.217.61.101,-,807279320,GET,/facilities/phsf.html,200,2894,,
7762,130.110.74.81,-,807279323,GET,/shuttle/missions/sts-65/mission-sts-65.html,200,40960,,
7763,130.110.74.81,-,807279330,GET,/shuttle/missions/sts-65/sts-65-info.html,200,1430,,
7764,130.110.74.81,-,807279331,GET,/shuttle/missions/sts-65/mission-sts-65.html,200,114688,,
7765,130.110.74.81,-,807279333,GET,/shuttle/missions/sts-65/movies/,200,378,,
7766,ppp0043.po.iijnet.or.jp,-,807279334,GET,/facilities/lcc.html,200,2489,,
7767,d092.coll.cf.ac.uk,-,807279335,GET,/shuttle/missions/sts-71/images/KSC-95EC-0918.gif,200,31631,,
7768,ppp0043.po.iijnet.or.jp,-,807279338,GET,/images/ksclogosmall.gif,200,3635,,
7769,130.110.74.81,-,807279339,GET,/shuttle/missions/sts-65/sounds/,200,378,,
7770,ppp0043.po.iijnet.or.jp,-,807279342,GET,/images/kscmap-tiny.gif,200,2537,,
7771,130.110.74.81,-,807279343,GET,/shuttle/missions/sts-65/images/,200,378,,
7772,131.182.28.171,-,807279343,GET,/htbin/wais.pl?DoD,200,6784,,
7773,www-relay.pa-x.dec.com,-,807279344,GET,/shuttle/missions/sts-66/mission-sts-66.html,304,0,,
7774,www-relay.pa-x.dec.com,-,807279348,GET,/shuttle/missions/sts-66/sts-66-patch-small.gif,200,20271,,
7775,d092.coll.cf.ac.uk,-,807279348,GET,/shuttle/missions/sts-71/images/KSC-95EC-0946.gif,200,27831,,
7776,ppp0043.po.iijnet.or.jp,-,807279350,GET,/images/lcc-small2.gif,200,58026,,
7777,hp735crx.tori.me.ynu.ac.jp,-,807279359,GET,/shuttle/technology/sts-newsref/stsref-toc.html,200,84905,,
7778,www-relay.pa-x.dec.com,-,807279361,GET,/shuttle/missions/sts-66/sts-66-patch.jpg,200,64605,,
7779,norgaard.aec.msu.edu,-,807279363,GET,/shuttle/missions/sts-71/movies/sts-71-tcdt-crew-walkout.mpg,200,49152,,
7780,130.110.74.81,-,807279367,GET,/shuttle/missions/sts-64/mission-sts-64.html,200,57344,,
7781,130.110.74.81,-,807279368,GET,/shuttle/missions/sts-64/sts-64-info.html,200,1430,,
7782,130.110.74.81,-,807279377,GET,/shuttle/missions/sts-64/movies/,200,378,,
7783,poppy.hensa.ac.uk,-,807279377,GET,/shuttle/missions/sts-70/movies/movies.html,200,2979,,
7784,hp735crx.tori.me.ynu.ac.jp,-,807279377,GET,/images/shuttle-patch-small.gif,200,4179,,
7785,n1043372.ksc.nasa.gov,-,807279377,GET,/images/ksclogosmall.gif,200,3635,,
7786,d092.coll.cf.ac.uk,-,807279379,GET,/shuttle/missions/sts-71/mission-sts-71.html,200,13450,,
7787,hp735crx.tori.me.ynu.ac.jp,-,807279380,GET,/images/KSC-logosmall.gif,200,1204,,
7788,d092.coll.cf.ac.uk,-,807279380,GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,200,12054,,
7789,ppp0043.po.iijnet.or.jp,-,807279382,GET,/ksc.html,200,7280,,
7790,hp735crx.tori.me.ynu.ac.jp,-,807279382,GET,/images/launch-logo.gif,200,1713,,
7791,130.110.74.81,-,807279382,GET,/shuttle/missions/sts-64/sounds/,200,378,,
7792,163.205.156.16,-,807279382,GET,/images/KSC-logosmall.gif,304,0,,
7793,163.205.156.16,-,807279382,GET,/images/NASA-logosmall.gif,304,0,,
7794,n1043372.ksc.nasa.gov,-,807279383,GET,/images/MOSAIC-logosmall.gif,200,363,,
7795,n1043372.ksc.nasa.gov,-,807279383,GET,/images/USA-logosmall.gif,200,234,,
7796,petunia.bruyeres.cea.fr,-,807279383,GET,/images/MOSAIC-logosmall.gif,200,363,,
7797,sys33173.ml.wpafb.af.mil,-,807279385,GET,/shuttle/missions/sts-73/mission-sts-73.html,200,4099,,
7798,petunia.bruyeres.cea.fr,-,807279386,GET,/images/USA-logosmall.gif,200,234,,
7799,sys33173.ml.wpafb.af.mil,-,807279387,GET,/shuttle/missions/sts-73/sts-73-patch-small.gif,200,4179,,
7800,130.110.74.81,-,807279387,GET,/shuttle/missions/sts-64/images/,200,1316,,
7801,163.205.3.2,-,807279387,GET,/ksc.html,200,7280,,
7802,sys33173.ml.wpafb.af.mil,-,807279387,GET,/images/KSC-logosmall.gif,200,1204,,
7803,sys33173.ml.wpafb.af.mil,-,807279388,GET,/images/launch-logo.gif,200,1713,,
7804,sys33173.ml.wpafb.af.mil,-,807279389,GET,/history/apollo/images/apollo-logo1.gif,200,1173,,
7805,petunia.bruyeres.cea.fr,-,807279390,GET,/images/WORLD-logosmall.gif,200,669,,
7806,163.205.3.2,-,807279390,GET,/images/ksclogo-medium.gif,200,5866,,
7807,131.182.28.171,-,807279401,GET,/shuttle/missions/manifest.txt,200,254533,,
7808,137.227.28.23,-,807279401,GET,/shuttle/technology/sts-newsref/stsref-toc.html,200,84905,,
7809,163.205.3.2,-,807279401,GET,/images/NASA-logosmall.gif,200,786,,
7810,204.138.95.100,-,807279401,GET,/images/launchmedium.gif,200,11853,,
7811,vax4.open.ac.uk,-,807279401,GET,/ksc.html,200,7280,,
7812,www-relay.pa-x.dec.com,-,807279401,GET,/shuttle/missions/sts-67/mission-sts-67.html,200,21521,,
7813,edams.ksc.nasa.gov,-,807279402,GET,/ksc.html,200,7280,,
7814,163.205.3.2,-,807279402,GET,/images/MOSAIC-logosmall.gif,200,363,,
7815,edams.ksc.nasa.gov,-,807279402,GET,/images/ksclogo-medium.gif,200,5866,,
7816,163.205.3.2,-,807279402,GET,/images/USA-logosmall.gif,200,234,,
7817,edams.ksc.nasa.gov,-,807279403,GET,/images/NASA-logosmall.gif,200,786,,
7818,edams.ksc.nasa.gov,-,807279403,GET,/images/MOSAIC-logosmall.gif,200,363,,
7819,edams.ksc.nasa.gov,-,807279403,GET,/images/USA-logosmall.gif,200,234,,
7820,163.205.3.2,-,807279403,GET,/images/WORLD-logosmall.gif,200,669,,
7821,edams.ksc.nasa.gov,-,807279404,GET,/images/WORLD-logosmall.gif,200,669,,
7822,www-relay.pa-x.dec.com,-,807279406,GET,/shuttle/missions/sts-67/sts-67-patch-small.gif,200,17083,,
7823,orion.sfsu.edu,-,807279406,GET,/images/ssf.gif,200,139264,,
7824,163.205.23.71,-,807279415,HEAD,/,200,0,,
7825,d092.coll.cf.ac.uk,-,807279416,GET,/history/history.html,200,1602,,
7826,d092.coll.cf.ac.uk,-,807279417,GET,/history/apollo/images/apollo-small.gif,200,9630,,
7827,poppy.hensa.ac.uk,-,807279420,GET,/shuttle/missions/sts-70/movies/sts-70-launch-srbsep.mpg,200,190757,,
7828,163.205.23.71,-,807279421,HEAD,/images/ksclogo-medium.gif,200,0,,
7829,ppp0043.po.iijnet.or.jp,-,807279421,GET,/shuttle/missions/missions.html,200,8677,,
7830,163.205.23.71,-,807279422,HEAD,/images/NASA-logosmall.gif,200,0,,
7831,163.205.156.16,-,807279422,GET,/images/NASA-logosmall.gif,304,0,,
7832,163.205.156.16,-,807279422,GET,/images/KSC-logosmall.gif,304,0,,
7833,163.205.23.71,-,807279423,HEAD,/images/MOSAIC-logosmall.gif,200,0,,
7834,163.205.23.71,-,807279423,HEAD,/images/USA-logosmall.gif,200,0,,
7835,163.205.23.71,-,807279423,HEAD,/images/WORLD-logosmall.gif,200,0,,
7836,ppp0043.po.iijnet.or.jp,-,807279423,GET,/images/launchmedium.gif,200,11853,,
7837,padam.ge.hydro.qc.ca,-,807279427,GET,/shuttle/countdown/,200,4324,,
7838,130.110.74.81,-,807279428,GET,/shuttle/missions/sts-64/images/sts-64a.gif,200,83992,,
7839,130.110.74.81,-,807279429,GET,/shuttle/missions/sts-65/mission-sts-65.html,200,90112,,
7840,d092.coll.cf.ac.uk,-,807279429,GET,/shuttle/missions/missions.html,200,8677,,
7841,d092.coll.cf.ac.uk,-,807279430,GET,/images/launchmedium.gif,200,11853,,
7842,ppp-14.flashnet.it,-,807279430,GET,/shuttle/missions/sts-70/images/KSC-95EC-0515.jpg,200,115348,,
7843,padam.ge.hydro.qc.ca,-,807279430,GET,/images/KSC-logosmall.gif,200,1204,,
7844,padam.ge.hydro.qc.ca,-,807279430,GET,/images/NASA-logosmall.gif,200,786,,
7845,204.117.185.23,-,807279434,GET,/shuttle/missions/sts-69/mission-sts-69.html,200,10566,,
7846,204.117.185.23,-,807279436,GET,/shuttle/missions/sts-69/sts-69-patch-small.gif,200,8083,,
7847,dick.larc.nasa.gov,-,807279438,GET,/l,404,0,,
7848,padam.ge.hydro.qc.ca,-,807279438,GET,/shuttle/countdown/count70.gif,200,46573,,
7849,ppp-14.flashnet.it,-,807279440,GET,/shuttle/missions/sts-70/images/images.html,200,8657,,
7850,204.117.185.23,-,807279441,GET,/images/KSC-logosmall.gif,200,1204,,
7851,204.117.185.23,-,807279442,GET,/images/launch-logo.gif,200,1713,,
7852,163.205.156.16,-,807279443,GET,/images/NASA-logosmall.gif,304,0,,
